INSTNM,CITY,STABBR,ZIP
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,18705-0699
Meridian Technology Center,Stillwater,OK,74074-1899
Waynesville Career Center,Waynesville,MO,65583
Capitol Beauty School,Omaha,NE,68137-2325
Morris County Vocational School District,Denville,NJ,7834
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,49441-4188
Ross Medical Education Center-Kentwood,Kentwood,MI,49508-5271
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,33442
Cloyd's Barber School 2 Inc,Monroe,LA,71201
Universal Technical Institute of Illinois Inc,Lisle,IL,60532-0000
Pennsylvania College of Technology,Williamsport,PA,17701-5799
Commonwealth Institute of Funeral Service,Houston,TX,77090-5918
Delta College of Arts & Technology,Baton Rouge,LA,70806-1529
InterCoast Colleges-Santa Ana,Santa Ana,CA,92705
Stone Child College,Box Elder,MT,59521-9796
New York Academy of Art,New York,NY,10013-2911
Suffolk County Community College,Selden,NY,11784-2899
Las Positas College,Livermore,CA,94551-7650
Blades School of Hair Design,California,MD,20619
Ogeechee Technical College,Statesboro,GA,30458
Remington College-Mobile Campus,Mobile,AL,36609
Southern Technical College,Fort Myers,FL,33907-1108
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,52402
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,87505
Northwest Technology Center-Alva,Alva,OK,73717
Mercer County Career Center,Mercer,PA,16137
California State University-San Marcos,San Marcos,CA,92096-0001
Hairmasters Institute of Cosmetology,Bloomington,IL,61701
Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,47404
Interactive College of Technology-Newport,Newport,KY,41071
Miller-Motte College-McCann-Monroe,Monroe,LA,71201
Ross Medical Education Center-Taylor,Taylor,MI,48180-6016
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,13088-0208
Interactive College of Technology,Houston,TX,77063
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,16101
NorthWest Arkansas Community College,Bentonville,AR,72712-5091
Brewster Technical College,Tampa,FL,33602
Hodges University,Fort Myers,FL,33966
University of St. Augustine for Health Sciences,San Marcos,CA,92069
Capital Area School of Practical Nursing,Springfield,IL,62712-3803
Hair Professionals Career College,Palos Hills,IL,60465
Alexandria School of Scientific Therapeutics,Alexandria,IN,46001-0287
Empire Beauty School-Bloomfield,Bloomfield,NJ,7003
Southwest Technology Center,Altus,OK,73521
Western Area Career & Technology Center,Canonsburg,PA,15317
Hussian College-Daymar College Clarksville,Clarksville,TN,37040
Nossi College of Art,Nashville,TN,37115
Seguin Beauty School-New Braunfels,New Braunfels,TX,78130
Pima Medical Institute-Seattle,Seattle,WA,98115
Mineral County Vocational Technical Center,Keyser,WV,26726
Hypnosis Motivation Institute,Tarzana,CA,91356-4159
Thanh Le College School of Cosmetology,Garden Grove,CA,92840
Southeastern Technical College,Vidalia,GA,30474
Massachusetts School of Law,Andover,MA,1810
Alliance Career Center,Alliance,OH,44601
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,32837
Erwin Technical College,Tampa,FL,33610-8299
Rosel School of Cosmetology,Niles,IL,60714
Worsham College of Mortuary Science,Wheeling,IL,60090-2646
Bryan University,Springfield,MO,65804
Oregon College of Oriental Medicine,Portland,OR,97209
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,16823
Northwest Educational Center,Houston,TX,77092
Sebring Career Schools-Houston,Houston,TX,77083
PCI Health Training Center,Dallas,TX,75247-4720
Hamrick School,Medina,OH,44256
Alabama State College of Barber Styling,Gardendale,AL,35071
Fortis College,Mobile,AL,36608
Downey Adult School,Downey,CA,90241
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,92845-4321
Modern Technology School,Fountain Valley,CA,92708-9821
National Career Education,Citrus Heights,CA,95610
North-West College-Glendale,Glendale,CA,91203
Fremont University,Cerritos,CA,90703
Pomona Unified School District Adult and Career Education,Pomona,CA,91766-1233
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,90008
IBMC College,Fort Collins,CO,80525
Avalon Institute-Aurora,Aurora,CO,80014
Academy of Cosmetology,Merritt Island,FL,32953
Sunstate Academy,Clearwater,FL,33765-2702
Fortis College-Smyrna,Smyrna,GA,30080-1348
Ross College-Davenport,Davenport,IA,52807-2095
Pivot Point Academy,Bloomingdale,IL,60108-0000
Blalock's Professional Beauty College,Shreveport,LA,71108-5745
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,70815
New England Hair Academy,Malden,MA,2148
Rob Roy Academy-Worcester,Worcester,MA,1609
Upper Cape Cod Regional Technical School,Bourne,MA,2532
All-State Career-Baltimore,Baltimore,MD,21224
Adler Graduate School,Minnetonka,MN,55343
Academy of Hair Design-Jackson,Jackson,MS,39211
KC's School of Hair Design,Pontotoc,MS,38863-0000
Lincoln Technical Institute-Moorestown,Moorestown,NJ,8057
MCVSD,Freehold,NJ,07728-5033
Continental School of Beauty Culture-Olean,Olean,NY,14760
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,14210-2007
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11219
Knox County Career Center,Mount Vernon,OH,43050
Madison Adult Career Center,Mansfield,OH,44905
Remington College-Cleveland Campus,Cleveland,OH,44125-1957
Toledo Academy of Beauty Culture-East,OREGON,OH,43616
Brown & Clermont Adult Career Campuses,Bethel,OH,45106
Chisholm Trail Technology Center,Omega,OK,73764-6335
Gordon Cooper Technology Center,Shawnee,OK,74804
Kiamichi Technology Center-McAlester,McAlester,OK,74501
YTI Career Institute-Altoona,Altoona,PA,16601
Eastern Center for Arts and Technology,Willow Grove,PA,19090
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,19102-2701
CEM College-Humacao,Humacao,PR,00791-4210
Colegio Mayor de Tecnologia Inc,Arroyo,PR,00714-0270
Institucion Chaviano de Mayaguez,Mayaguez,PR,680
EDIC College,Caguas,PR,00725-0000
Liceo de Arte-Dise-O y Comercio,Caguas,PR,725
Universal Technology College of Puerto Rico,Aguadilla,PR,603
Academy of Hair Technology,Greenville,SC,29615-2363
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,38501
Queen City College,Clarksville,TN,37042
College of the Marshall Islands,Majuro,MH,96960
Remington College-Fort Worth Campus,Fort Worth,TX,76112-1225
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,78214
School of Automotive Machinists & Technology,Houston,TX,77055-1803
Nuvani Institute,San Antonio,TX,78212-1901
Nuvani Institute,Eagle Pass,TX,78852-4859
Texas College of Cosmetology-Abilene,Abilene,TX,79605
Vista College-Online,Richardson,TX,75080
Centura College-Newport News,Newport News,VA,23608
Centura College-Norfolk,Norfolk,VA,23518-4833
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456-2499
Northwest College of Art & Design,Tacoma,WA,98402
University of Washington-Bothell Campus,Bothell,WA,98011-8246
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100
Huntington School of Beauty Culture,Huntington,WV,25705-2030
Valley College-Beckley,Beckley,WV,25801
Valley College-Martinsburg,Martinsburg,WV,25404-6203
Bellus Academy-Poway,Poway,CA,92064
Capstone College,Pasadena,CA,91103
Central Coast College,Salinas,CA,93906
Pacific College of Health and Science,San Diego,CA,92108-4407
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,33605
National Aviation Academy of Tampa Bay,Clearwater,FL,33760
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,13478-0168
College of Health Care Professions,Houston,TX,77054
Center for Advanced Legal Studies,Houston,TX,77042-1912
Houston Training School-Main Campus,Houston,TX,77029
Bay Mills Community College,Brimley,MI,49715
Fond du Lac Tribal and Community College,Cloquet,MN,55720-2342
Northwest Indian College,Bellingham,WA,98226-9217
Provo College,Provo,UT,84601
Paul Mitchell the School-Provo,Provo,UT,84606
University of Phoenix-Utah,Salt Lake City,UT,84123-4642
CET-Coachella,Coachella,CA,92236
CET-Oxnard,Oxnard,CA,93030
CET-Santa Maria,Santa Maria,CA,93458
Colorado School of Traditional Chinese Medicine,Denver,CO,80206
Massage Therapy Institute of Colorado,Denver,CO,80206
Michigan College of Beauty-Troy,Troy,MI,48083
Ogle School Hair Skin Nails-Dallas,Dallas,TX,75214-2389
Phoenix Seminary,Scottsdale,AZ,85260
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,51360
Cheeks Beauty Academy,Loveland,CO,80538
Colorado School of Healing Arts,Lakewood,CO,80226
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,94518-1199
Royale College of Beauty and Barbering,Temecula,CA,92590
Greater Lowell Technical School,Tyngsboro,MA,1879
Academy of Hair Design-Pearl,Pearl,MS,39208
Genesis Career College-Lebanon,Lebanon,TN,37087
Southwest College for the Deaf,Big Spring,TX,79720-7298
Fortis College-Richmond,Richmond,VA,23230
Midwest College of Oriental Medicine-Racine,Racine,WI,53403-9747
Hacienda La Puente Adult Education,La Puente,CA,91746-0002
La Belle Beauty Academy,Miami,FL,33144
Hawaii Community College,Hilo,HI,96720-5096
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,7060
Long Island Beauty School-Hauppauge,Hauppauge,NY,11788
Buckeye Joint Vocational School,New Philadelphia,OH,44663-9450
Sandusky Career Center,Sandusky,OH,44870
Greater Altoona Career & Technology Center,Altoona,PA,16602-3616
Central Texas Beauty College-Temple,Temple,TX,76504-6948
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,14006
Empire Beauty School-Brooklyn,Brooklyn,NY,11214
Houston Training School-Gulfgate,Houston,TX,77087
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,88345
UEI College-Ontario,Ontario,CA,91764-5574
UEI College-Reseda,Reseda,CA,91335-4631
Beacon College,Leesburg,FL,34748
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704
Estrella Mountain Community College,Avondale,AZ,85392-1000
Heartland Community College,Normal,IL,61761-9446
University of the Potomac-Washington DC Campus,Washington,DC,20005
Rabbi Jacob Joseph School,Edison,NJ,08817-4494
The Salon Professional Academy-Melbourne,Melbourne,FL,32904
Albert Einstein College of Medicine,Bronx,NY,10461-1900
Fortis Institute-Scranton,Scranton,PA,18509-2903
Milan Institute of Cosmetology,Amarillo,TX,79103
Everglades University,Boca Raton,FL,33431
Seminar L'moros Bais Yaakov,Brooklyn,NY,11219
Herzing University-Orlando,Winter Park,FL,32792
Cortiva Institute,Pompano Beach,FL,33064
College of Biblical Studies-Houston,Houston,TX,77036-3211
Inner State Beauty School,Lyndhurst,OH,44124-2406
Mid-EastCTC-Adult Education,Zanesville,OH,43701
Polaris Career Center,Middleburg Heights,OH,44130-3375
P&A Scholars Beauty School,Detroit,MI,48204
ASM Beauty World Academy,Hollywood,FL,33024
Sharp's Academy of Hairstyling,Grand Blanc,MI,48439
The College of Health Care Professions-Northwest,Houston,TX,77092
School of Professional Horticulture New York Botanical Garden,Bronx,NY,10458-5126
Fortis College,Houston,TX,77082
Watkins College of Art Design & Film,Nashville,TN,37228
Alhambra Beauty College,Alhambra,CA,91801
UEI College-Gardena,Gardena,CA,90247-4201
Asian-American International Beauty College,Westminster,CA,92683
Copper Mountain Community College,Joshua Tree,CA,92252
Diversified Vocational College,Los Angeles,CA,90017-1604
UEI College-Fresno,Fresno,CA,93726-5398
Santiago Canyon College,Orange,CA,92869-4512
Southern California Institute of Technology,Anaheim,CA,92801-3758
Soka University of America,Aliso Viejo,CA,92656-8081
Summit College,San Bernardino,CA,92408
Advance Beauty College,Garden Grove,CA,92843
Los Angeles Pacific College,Los Angeles,CA,90010-1758
World Mission University,Los Angeles,CA,90020
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,90066
Cannella School of Hair Design-Blue Island,Blue Island,IL,60406-2130
John Amico School of Hair Design,Oak Forest,IL,60452-2501
Delta College Inc,Covington,LA,70433-8947
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,87102
Tri-State Cosmetology Institute,El Paso,TX,79935
Frontier Community College,Fairfield,IL,62837
Lincoln Trail College,Robinson,IL,62454
Wabash Valley College,Mount Carmel,IL,62863
American Institute of Interior Design,Scottsdale,AZ,85254
Brookline College-Tempe,Tempe,AZ,85281
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,957
Schiller International University,Tampa,FL,33602
Coconino Community College,Flagstaff,AZ,86005-2701
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,795
Brillare Beauty Institute,Cleveland,TN,37312-3862
Columbia Central University-Yauco,Yauco,PR,698
Pima Medical Institute-Denver,Denver,CO,80221
ASA College,Brooklyn,NY,11201-9805
Ohio State School of Cosmetology-Heath,Heath,OH,43056
Yeshivas Novominsk,Brooklyn,NY,11204-2138
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,78414
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211
Carroll Community College,Westminster,MD,21157
University of Phoenix-New Mexico,Albuquerque,NM,87113-1570
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,33716
Galen College of Nursing-San Antonio,San Antonio,TX,78229
Sarasota School of Massage Therapy,Sarasota,FL,34243-6130
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,14903
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,13815-3554
DCI Career Institute,Monaca,PA,15061
Central Susquehanna Intermediate Unit LPN Career,Milton,PA,17847
Myotherapy Massage College,Millcreek City,UT,84107
City College-Gainesville,Gainesville,FL,32607
Arizona State University-West,Glendale,AZ,85306
G Skin & Beauty Institute,Oakbrook,IL,60523
Cosmetology Training Center,Lafayette,LA,70503
Stage One-The Hair School,Lake Charles,LA,70605
Empire Beauty School-Malden,Malden,MA,2148
Xenon International Academy-Omaha,Omaha,NE,68127-3622
Capri Institute of Hair Design-Brick,Brick,NJ,8723
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,7033
Capri Institute of Hair Design-Paramus,Paramus,NJ,7652
Orlo School of Hair Design and Cosmetology,Albany,NY,12206
Eastland-Fairfield Career and Technical Schools,Groveport,OH,43125-9236
Empire Beauty School-Cincinnati,Cincinnati,OH,45239
Mahoning County Career and Technical Center,Canfield,OH,44406-9710
Pickaway Ross Joint Vocational School District,Chillicothe,OH,45601-1038
Pioneer Career and Technology Center,Shelby,OH,44875
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,44512
Scioto County Career Technical Center,Lucasville,OH,45648-0766
Trumbull Career & Technical Center,Warren,OH,44483
Pacific Bible College,Medford,OR,97501
Lake Erie College of Osteopathic Medicine,Erie,PA,16509-1025
UCAS University of Cosmetology Arts & Sciences-Harlingen,Harlingen,TX,78550-5034
Highlights Beauty Schools,Federal Way,WA,98003
Empire Beauty School-Green Bay,Ashwaubenon,WI,54304-4838
Warren County Career Center,Lebanon,OH,45036-1099
Paul Mitchell the School-Wichita,Wichita,KS,67226-0000
Pinnacle Institute of Cosmetology,Mooresville,NC,28115
Southern Careers Institute-Pharr,Pharr,TX,78577
Laurel Technical Institute,MEADVILLE,PA,16335
Florida National University-Main Campus,Hialeah,FL,33012
Georgia Institute of Cosmetology,Athens,GA,30606-3152
Nouvelle Institute,Miami,FL,33125
Franklin Technology Center Adult Education,Joplin,MO,64801
Professional Technical Institution,Bayamon,PR,959
Erikson Institute,Chicago,IL,60654-4510
South Texas College,McAllen,TX,78501
Pike County Joint Vocational School District,Piketon,OH,45661
Lorain County Joint Vocational School District,Oberlin,OH,44074
Roger Williams University School of Law,Bristol,RI,02809-5171
California State University-Monterey Bay,Seaside,CA,93955-8001
Ohio Media School-Valley View,Valley View,OH,44125-4220
EINE Inc,Tewksbury,MA,1876
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,90010
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,OH,44119
Academy for Nursing and Health Occupations,West Palm Beach,FL,33417
Shawsheen Valley School of Practical Nursing,Billerica,MA,01821-5499
Shear Ego International School of Hair Design,Rochester,NY,14617
Remington College-Memphis Campus,Memphis,TN,38132
